disease_id	phenotype_id	qualifier	evidence	onset	frequency	sex	modifier	aspect	publication	description
			PCS		7/63			P		
			PCS		40/63			P		
			PCS		14/63			P		
			TAS		63/63			P		
			PCS		61/63			P		
			PCS		15/63			P		
			PCS		96/126			P		
			PCS		63/63			C		
			PCS		39/63			P		
			PCS		17/63			P		
			PCS		15/73			P		
			PCS		6/63			P		
			PCS		10/63			P		
			PCS		20/63			P		
			PCS		25/73			P		
			PCS		19/63			P		
			PCS		38/63			P		
			PCS		24/63			P		
			PCS	HP:0003621	6/8			P		
			PCS	HP:0003593	1/14			P		
			IEA		7/10			P		
			PCS		15/16			C		
			IEA				HP:0031375	P		
			PCS		39/54			P		
			PCS		61/66			P		
			TAS		90%			P		
			TAS		15%			P		
			TAS		40%			P		
			TAS		33%			P		
			TAS		27%			P		
			TAS		69%			P		
			PCS	HP:0003623	9/13			P		
			PCS	HP:0003623	7/14			P		
			PCS	HP:0003577	5/24			P		
			IEA		10/24			P		
			PCS		26/48			P		
			PCS		6/13	MALE		P		
			PCS		5/8	MALE		P		
			PCS	HP:0003577	20/20			P		
			PCS		14/30			C		
			PCS		2/30			C		
			PCS		10/30			C		
			PCS		23/37			C		
			PCS		21/37			P		
			PCS		14/37			C		
			PCS		1/2			I		
			PCS		91/182			P		
			PCS		30/66			C		
			PCS		50/89			C		
			PCS		20/33			C		
			PCS		33/57			P		
			PCS		42/72			P		
			PCS		25/65			P		
			PCS		50/57			P		
			PCS		36/85			P		
			PCS		100/130			P		
			PCS	HP:0003577	13/30			P		
			PCS		4/9	FEMALE		P		
			PCS		9/9	FEMALE		P		
			PCS		HP:0040282			C		
			TAS		3/5	FEMALE		P		
			PCS		27/27		HP:0025206	P		
			PCS		20/20		HP:0025206	P		
			PCS		12/20		HP:0025206	P		
			PCS		1/5		HP:0025206	P		
			PCS		6/20		HP:0025206	P		
			PCS	HP:0003623	5/9			P		
			PCS	HP:0003581	17/40			P		
			IEA	HP:0003577	1/5			P		
			PCS	HP:0003581	3/40			P		
			PCS	HP:0011461	3/8			P		
			PCS	HP:0003581	1/40			P		
			PCS	HP:0003584	1/40			P		
			PCS		23/47			P		
			PCS	HP:0003593	1/1		HP:0012828	P		
			TAS	HP:0003577			HP:0012832	P		
			PCS		22/30			C		
			PCS		19/35			P		
			PCS		8/30			C		
			PCS		33/35			P		
			PCS		1/1		HP:0003676	P		
			PCS		96/151			P		
			PCS		7/151			P		
			PCS		132/151			P		
			PCS		116/151			P		
			PCS		19/151			P		
			PCS		21/151			P		
			PCS		39/151			P		
			PCS		164/354			P		
			PCS		58/354			P		
			PCS		2/3		HP:0012826	P		
			PCS	HP:0030674	4/5			P		
			TAS	HP:0003577		MALE		P		
			PCS	HP:0003623	3/6			P		
			PCS	HP:0030674	1/11			P		
			PCS		36/45			P		
			PCS		68/183		HP:0012833	P		
			PCS		8/100			P		
			PCS		10/120			P		
			PCS		19/183			P		
			PCS		1/63			P		
			PCS		81/148			P		
			PCS		158/355			P		
			PCS		179/415			P		
			PCS		62/63			P		
			PCS		0/100			P		
			PCS		43/48			P		
			PCS		2/63			P		
			PCS		15/294			P		
			PCS		30/48			P		
			PCS		27/100			P		
			PCS		65/111			P		
			PCS		5/58			P		
			PCS	HP:0003621	17/45			P		
			PCS		3/100			P		
			PCS		10/294			P		
			PCS		5/5	FEMALE		C		
			PCS		3/3		HP:0031796	P		
			TAS		23/31			P		
			PCS		7/7		HP:0012829	P		
			PCS		4/4		HP:0012832	P		
			IEA	HP:0003577	6/9			P		
			TAS		38%			P		
			TAS		46%			P		
			PCS		14/17			C		
			IEA		14/17			P		
			PCS		40/43			P		
			PCS		6/57			P		
			PCS		10/56			P		
			PCS		22/52			P		
			PCS		18/41			P		
			PCS		20/57			P		
			PCS		47/51			P		
			PCS		28/56			P		
			PCS		2/57			P		
			PCS		45/57			P		
			PCS		2/2		HP:0031796	P		
			PCS		5/64			P		
			PCS		6/55			P		
			TAS		5/14			P		
			PCS	HP:0003581	11/14			P		
			PCS		1/1		HP:0031375	P		
			PCS		50/385			P		
			PCS		19/437			P		
			PCS		9/328			P		
			PCS		186/300			P		
			PCS		435/546			P		
			PCS		677/781			P		
			IEA		151/357			P		
			PCS		18/267			P		
			PCS		4/641			P		
			PCS		297/457			P		
			PCS		48/56			P		
			PCS		1/148			P		
			PCS		2/163			P		
			PCS		24/439			P		
			PCS		13/274			P		
			PCS		139/554			P		
			PCS		34/354			P		
			PCS		3/148			P		
			PCS		64/476			P		
			PCS		240/533			P		
			PCS		10/300			P		
			PCS		2/223			P		
			PCS		1/118			P		
			PCS		48/128			P		
			PCS		56/365			P		
			PCS		146/224			P		
			PCS		2/137			P		
			PCS		2/145			P		
			PCS		10/238			P		
			PCS	HP:0011463	151/357			P		
			PCS		69/130			P		
			PCS		3/267			P		
			TAS		23%			P		
			IEA		10%			P		
			IEA		0/10			P		
			IEA		1/9			C		
			PCS	HP:0011462	1/12			P		
			PCS	HP:0003621	7/19			P		
			TAS	HP:0003577			HP:0012829	P		
			PCS	HP:0011462	11/11			P		
			PCS		23/34			P		
			TAS		8/34			P		
			IEA		36/36			P		
			PCS		3/36			P		
			PCS		19/34			P		
			PCS		7/7		HP:0025215	P		
			PCS		HP:0040283	MALE		P		
			IEA		10/67			P		
			IEA		21/22			P		
			IEA		63/92			P		
			PCS		54/102			P		
			PCS		40/96			P		
			PCS		36/76			P		
			PCS	HP:0003593	15/16			P		
			PCS	HP:0011463	3/8			P		
			PCS	HP:0011463	5/8			P		
			PCS		1/9		HP:0012833	P		
			IEA		2/5			C		
			PCS	HP:0003577	41/41			P		
			PCS		35/35			C		
			PCS		8/25			C		
			PCS		7/13	MALE		P		
			PCS		6/18		HP:0012825	P		
			PCS		7/18		HP:0012825	P		
			IEA	HP:0003581	24/197			P		
			PCS	HP:0003581	74/197			P		
			IEA		298/524			P		
			PCS		157/524			P		
			TAS		400/524			P		
			PCS		17/524			P		
			PCS		184/534			P		
			PCS		11/58			P		
			IEA		242/524			P		
			PCS		440/524			P		
			PCS		58/524			P		
			PCS		27/58			P		
			PCS		189/524			P		
			PCS		193/524			P		
			PCS		4/58			P		
			PCS		9/58			P		
			PCS		17/58			P		
			PCS		8/35			C		
			PCS		2/76			P		
			PCS		3/35		HP:0012825	P		
			PCS		9/35			C		
			PCS		7/10		HP:0025215	P		
			PCS		10/10		HP:0025215	P		
			PCS	HP:0011462	1/10			P		
			PCS		2/17	MALE		P		
			PCS	HP:0030674	24/29			P		
			IEA	HP:0003577	1/3			P		
			PCS		29/44			P		
			PCS	HP:0030674	55/56			P		
			IEA		31/43			P		
			PCS		41/44			P		
			PCS	HP:0003577	38/41			P		
			PCS		41/46			P		
			PCS	HP:0011463	13/13			P		
			PCS	HP:0011463	9/11			P		
			IEA		3/3		HP:0012825	P		
			PCS		1/5			H		
			PCS	HP:0034197	1/5			P		
			PCS	HP:0034197	2/5			P		
			PCS		2/14		HP:0012825	P		
			PCS		21/39			P		
			PCS		8/36			P		
			PCS		6/36			P		
			PCS	HP:0003593	1/8			P		
			PCS		11/196			P		
			PCS		155/196			P		
			IEA		11/196			P		
			IEA		185/196			P		
			TAS		16/27			P		
			TAS		6/28			P		
			TAS		16/26			P		
			IEA		1/13			P		
			PCS		1/2		HP:0003676	P		
			PCS		2/2		HP:0033184	P		
			PCS	HP:0003623	1/14			P		
			PCS	HP:0003584	3/7			P		
			PCS	HP:0003584	1/1			P		
			PCS	HP:0003584	6/6			P		
			IEA	HP:0003584	1/1			P		
			PCS		5/8		HP:0025292	P		
			PCS	HP:0003623	11/14			P		
			PCS	HP:0003581	3/6			P		
			PCS	HP:0003577	9/17			P		
			PCS	HP:0030674	2/5			P		
			PCS	HP:0011462	4/7			P		
			PCS		8/11		HP:0012828	P		
			PCS		6/11		HP:0012828	P		
			IEA		26/44			P		
			PCS		43/44			P		
			PCS		44/50			C		
			PCS		44/46			P		
			PCS		4/50			C		
			PCS		2/50			C		
			PCS	HP:0011463	18/20			P		
			PCS	HP:0011463	13/19			P		
			PCS		183/207			P		
			IEA		12/14			P		
			PCS		3/111			P		
			PCS		10/115			P		
			PCS		111/115			P		
			PCS		50/84			P		
			PCS		104/122			P		
			PCS		8/130			P		
			PCS		119/119			P		
			PCS	HP:0011461	2/130			P		
			PCS		7/7		HP:0012825;HP:0012825	P		
			TAS		3/5			C		
		NOT	TAS					P		
		NOT	TAS					H		
			TAS		HP:0040284			H		
			TAS		HP:0040280			H		
			TAS		HP:0040282			H		
			TAS		HP:0040281			H		
			TAS		HP:0040281			C		
			TAS		HP:0040284			C		
			TAS		HP:0040281			M		
			TAS		HP:0040282			M		
			TAS		HP:0040283			M		
